COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
2a74ba0bda339b48d024c00a7f5b627ae1b91f9e,561,8,0.0142602495543672,10,532,,,
44c41faeb572670c043eba3e01dd38e061b13288,556,2,0.0035971223021582736,10,531,,,
7afc91e48978568b3bca44454f1c2d2fbf1d1c51,561,4,0.0071301247771836,10,533,,,
7b506ee957a26bae64c2959d766ff5df237ec0b3,566,2,0.0035335689045936395,10,539,,,
83b7796be2c09abcd5e7cab84c89139e9fe9b37d,561,4,0.0071301247771836,10,536,,,
83d811b9f4cac3226c8cc022007bab944201dac6,565,5,0.008849557522123894,10,537,,,
8df6007ec720a96bf938a4013aaa99ae36ea16e0,561,6,0.0106951871657754,10,535,,,
956f91a56454dd3414ddb99c1eb6cf13c2c2ffdb,566,1,0.0017667844522968198,10,541,,,
METRICS,,,,,,3.3636363636363638,2.0,2.2482316283126735
a4b27753e087cac1355d27cf7c99f5889ab8e3ff,566,2,0.0035335689045936395,10,540,,,
aaaf50500a20b41e2ee242c9b7f2260c699eeb40,561,2,0.0035650623885918,10,534,,,
c42f85eba8fe325df209cfd447299b6874fcdb0d,565,1,0.0017699115044247787,10,538,,,
