COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
METRICS,,,,,,6.0,6.0,5.656854249492381
a7f0d5036e476c1c1594b96ef3bb1e9f74b88248,448,10,0.022321428571428572,3,123,,,
c72d06d7bbf75b3f6082a0849b830a669b1be39c,448,2,0.004464285714285714,3,124,,,
