COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
11f13081e2262de73d12bae5854fb0ac1844eb43,546,1,0.0018315018315018315,10,469,,,
12779739ee7d2e3544f67e8fa1769029fb0a0edd,548,1,0.0018248175182481751,10,479,,,
2039820ad69a1ab397b01e5e73a63c7a0886a0d4,546,1,0.0018315018315018315,10,471,,,
229fa5ad4f2469fd6c4e7d6ef3c2b2b46589cca4,546,1,0.0018315018315018315,10,476,,,
2af9828bb106abc23b1b9af84dfbb76bcb24ced5,546,1,0.0018315018315018315,10,470,,,
5ec0b9763922137b498bac8caf618822e992a2da,546,13,0.023809523809523808,10,467,,,
697f5ff70c7f281c1f09bb7cedf27b43a1185f6a,546,4,0.007326007326007326,10,474,,,
77a33d219b33158b8ee2d689086ca45e37fd7a2b,546,3,0.005494505494505495,10,468,,,
8e0433a0266bcf86d11580d9e9548bb06573d9b9,546,3,0.005494505494505495,10,475,,,
METRICS,,,,,,3.5384615384615383,2.0,3.950008114240286
a318da3d4fab186e0f17cc1a002d8e70a3117308,548,11,0.020072992700729927,10,477,,,
a3461c4110a10e7b33f03bdf4d62fb1fe898f2c7,546,4,0.007326007326007326,10,473,,,
cb711e18231a8d38bc5ae649a947a024b5ed363f,548,2,0.0036496350364963502,10,478,,,
d80e04c217363d4ce8bb163dc8c3c6fd5fd5a0a3,546,1,0.0018315018315018315,10,472,,,
