COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
249b13a98a58b48752e1ce8314ac6aab8a21401c,238,1,0.004201680672268907,1,13920,,,
480e35037bfc058819709209d528b602c838c6ea,238,1,0.004201680672268907,1,33081,,,
5591ff2a6bcd4895e334d9f35e344463473b832d,238,1,0.004201680672268907,1,5571,,,
5c9f9a4de8ac23d10c498f2fead7720f2df141bc,238,1,0.004201680672268907,1,16701,,,
615d49ed664fb117540fac6ca8aafbf3cb7647e8,238,1,0.004201680672268907,1,27720,,,
6187861e911eb624434e1fd77a9a8696264d1fe8,238,3,0.012605042016806723,1,25038,,,
8d898dafde3d4624fb5ad9552571c21b3e1ca7cb,238,1,0.004201680672268907,1,19481,,,
METRICS,,,,,,1.3333333333333333,1.0,0.6513389472789296
a4b9bab1dce7ea58eea878b1bc38b7ddcdbefdb0,238,2,0.008403361344537815,1,30401,,,
bce2c2efb41fd128195256455dd9714183abb124,238,2,0.008403361344537815,1,8355,,,
be5966a2ec63a3bc7ae1bd4f4dba3cc8120be4b1,238,1,0.004201680672268907,1,22260,,,
e91db82d2620e2981691ec49d9a0add20d8d557b,238,1,0.004201680672268907,1,2786,,,
f0fbc8f356086f5dd53fb03a274cfdc25ebb76b3,238,1,0.004201680672268907,1,11138,,,
