COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
49c39f43a1c19958ab414692736987b2ae1c8b37,64,3,0.046875,1,369,,,
METRICS,,,,,,4.0,4.0,1.4142135623730951
ee0167d7060bd967204d30fb9736a23d3d134974,64,5,0.078125,1,737,,,
