COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
0594adb8fd7ab574a261870a7f3e2f827e19ab33,336,1,0.002976190476190476,1,4351,,,
83f726f503c292a266c590b883aee2c6b84b508d,336,3,0.008928571428571428,1,8701,,,
METRICS,,,,,,2.0,2.0,1.4142135623730951
