COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
03488b1cde735eaac9a75a64cc155324f4167e64,424,1,0.0023584905660377358,1,82004,,,
233589e15076c41ac4b95ad6e0595f2f6a4a7ac2,424,1,0.0023584905660377358,1,63095,,,
30ceda52ef6f00a1edefcd8c9ce1bf1e81c1028c,424,1,0.0023584905660377358,1,50484,,,
4935e85f7cd1f09cefbe9988fd0e52eeb49d6f9a,424,1,0.0023584905660377358,1,75702,,,
532bb9e9cb4851405ed595ed315724779b93b286,424,4,0.009433962264150943,1,69399,,,
659f0869e078249c2dfa1a6b088f8f934b9956f5,424,1,0.0023584905660377358,1,56790,,,
6a72d4a98690d5b13eca50c42bcbb9c8c3daca35,424,1,0.0023584905660377358,1,31560,,,
82c3ee365f5a8b948ce2ea853d75a954fa709939,424,16,0.03773584905660377,1,94605,,,
9bb59e9999ef7ecd6ce64022fc6394906c9f43e5,424,1,0.0023584905660377358,1,44177,,,
METRICS,,,,,,2.933333333333333,1.0,3.863134675857098
b2b634e767c7a8775b41e8f8a28353577d84e340,424,4,0.009433962264150943,1,6314,,,
bff1726a5a24551164d958eca93983b96a975203,424,2,0.0047169811320754715,1,25250,,,
cd2688ab6665367b3e65ce7d1e878bb00599f4b9,424,2,0.0047169811320754715,1,37869,,,
d070a77716f65fc9cbdef1aed91943959e9616e0,424,3,0.007075471698113208,1,18939,,,
ebe3c106047f5843f354c8b88a640a146bd1df2d,424,5,0.01179245283018868,1,88305,,,
fcce0d5482e6cd541e3e6857cad00a6969a9dd4e,424,1,0.0023584905660377358,1,12627,,,
