COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
5dcd84b71bd4a89805ec9a2063bb25ca2c89c53e,318,1,0.0031446540880503146,1,11586,,,
6c48e9bbdf0e4ae9fa774814050c9ab17c589dc9,318,1,0.0031446540880503146,1,15446,,,
7f1b916f32f0f5a09ef4d1d8b327ca5431674c98,318,1,0.0031446540880503146,1,19305,,,
9ba89b9ab1568b095ee0474dfeef00f79e891e38,318,1,0.0031446540880503146,1,34731,,,
9f6965c1b5706834ca35bd49e52affc1515409a3,318,1,0.0031446540880503146,1,42438,,,
METRICS,,,,,,1.0,1.0,0.0
ab3aaebe6d877185a01d9287faf2fe8d7063f00a,318,1,0.0031446540880503146,1,7725,,,
ae7e4854748ea7e892e44c122a457080ff055ff0,318,1,0.0031446540880503146,1,46290,,,
d8e68bc0e12773d5a21409082517cbeec4099721,318,1,0.0031446540880503146,1,38585,,,
d96f39360b80d3f59425fd011c25b97bb499ccfc,318,1,0.0031446540880503146,1,27020,,,
df3c163eebbb23a10c32266da9ae653b4d5a604d,318,1,0.0031446540880503146,1,23163,,,
fb523722b572c4aa7aaf9df4e6d1692479d6d980,318,1,0.0031446540880503146,1,3863,,,
fd1778203dace01c549c8726fb21b326d24cce17,318,1,0.0031446540880503146,1,30876,,,
