COMMIT_HASH,#FILES,#CHANGED_FILES,%CHANGES,#COLLABORATORS,#COMMITS,CHANGES_AVERAGE,CHANGES_MEDIAN,CHANGES_SD
5445a1bead4d6257526208bed03f6eab078ab22c,346,1,0.002890173410404624,1,9289,,,
METRICS,,,,,,1.0,1.0,0.0
fdf58c5ce2ba9b294ff7aacadc7fafe70f648e0d,346,1,0.002890173410404624,1,4645,,,
