entity,coupled,degree,average-revs
app/views/abuse_reports/index.html.erb,app/views/abuse_reports/show.html.erb,100,7
app/views/admin/skins/index.html.erb,app/views/admin/skins/index_rejected.html.erb,100,7
app/views/admin/stats/_invitation_stats.html.erb,app/views/admin/stats/_work_stats.html.erb,100,6
app/views/admin/stats/_user_stats.html.erb,app/views/admin/stats/_work_stats.html.erb,100,6
app/views/admin/stats/_invitation_stats.html.erb,app/views/admin/stats/_user_stats.html.erb,100,6
app/views/gifts/index_for_collection.html.erb,app/views/translators/index.html.erb,100,5
app/views/tag_wranglings/index.html.erb,app/views/translators/new.html.erb,100,5
app/views/devmode/list_controllers.html.erb,app/views/devmode/seedworks.html.erb,100,5
app/views/gifts/index_for_collection.html.erb,app/views/tag_wranglings/index.html.erb,100,5
app/views/devmode/index.html.erb,app/views/devmode/list_controllers.html.erb,100,5
app/views/translators/index.html.erb,app/views/translators/new.html.erb,100,5
app/views/tag_wranglings/index.html.erb,app/views/translators/index.html.erb,100,5
app/views/devmode/index.html.erb,app/views/devmode/seedworks.html.erb,100,5
app/views/gifts/index_for_collection.html.erb,app/views/translators/new.html.erb,100,5
app/views/admin/skins/index.html.erb,app/views/admin/skins/index_approved.html.erb,92,7
app/views/admin/admin_users/_user_history.html.erb,app/views/admin/admin_users/index.html.erb,92,7
app/views/admin/skins/index_approved.html.erb,app/views/admin/skins/index_rejected.html.erb,92,7
app/views/invite_requests/manage.html.erb,app/views/user_invite_requests/index.html.erb,90,6
doc/app/js/search_index.js,doc/app/table_of_contents.html,90,6
Gemfile,Gemfile.lock,87,8
app/views/devmode/list_controllers.html.erb,app/views/devmode/seedusers.html.erb,83,6
app/views/devmode/index.html.erb,app/views/devmode/seedusers.html.erb,83,6
app/views/devmode/seedusers.html.erb,app/views/devmode/seedworks.html.erb,83,6
app/controllers/search_controller.rb,app/views/works/search.html.erb,80,8
config/schedule.rb,lib/tasks/statistics_tasks.rake,76,7
app/views/readings/_reading.html.erb,app/views/readings/_reading_blurb.html.erb,58,9
doc/app/created.rid,doc/app/js/search_index.js,57,11
app/controllers/tags_controller.rb,app/views/tags/show.html.erb,53,15
lib/tasks/after_tasks.rake,lib/work_stats.rb,50,10
doc/app/created.rid,doc/app/table_of_contents.html,50,10
app/views/bookmarks/_bookmark_blurb.html.erb,public/stylesheets/site/2.0/13-group-blurb.css,45,11
app/controllers/works_controller.rb,app/models/work.rb,42,43
app/views/bookmarks/_filters.html.erb,app/views/works/_filters.html.erb,39,23
app/models/bookmark.rb,app/models/tag.rb,36,22
app/controllers/tags_controller.rb,app/models/tag.rb,36,22
app/controllers/bookmarks_controller.rb,app/models/bookmark.rb,36,19
app/controllers/search_controller.rb,app/models/work_search.rb,35,14
app/controllers/bookmarks_controller.rb,app/views/bookmarks/index.html.erb,33,18
app/models/work_search.rb,app/views/works/search.html.erb,32,16
app/controllers/bookmarks_controller.rb,app/controllers/works_controller.rb,31,29
app/models/bookmark_search.rb,app/models/work_search.rb,30,17
app/models/bookmark.rb,app/views/bookmarks/_filters.html.erb,27,22
app/views/bookmarks/index.html.erb,app/views/works/index.html.erb,27,19
app/models/work_search.rb,app/views/works/_search_form.html.erb,27,18
app/controllers/works_controller.rb,app/models/work_search.rb,26,31
app/models/tag.rb,app/models/work.rb,25,35
app/models/bookmark.rb,app/models/work.rb,24,33
app/controllers/works_controller.rb,app/views/works/index.html.erb,24,29
app/models/work.rb,lib/tasks/after_tasks.rake,24,29
app/controllers/works_controller.rb,app/views/works/_filters.html.erb,22,31
app/models/work.rb,app/views/works/search.html.erb,21,28
app/controllers/works_controller.rb,app/views/works/search.html.erb,20,24
app/controllers/bookmarks_controller.rb,app/models/work.rb,18,32
app/models/work.rb,lib/work_stats.rb,18,27
app/models/work.rb,app/models/work_search.rb,17,34
app/models/work.rb,app/views/works/index.html.erb,15,33
