entity,coupled,degree,average-revs
app/views/potential_matches/_no_potential_givers.html.erb,app/views/potential_matches/_no_potential_recipients.html.erb,100,14
public/javascripts/tinymce/plugins/media/plugin.min.js,public/javascripts/tinymce/tinymce.min.js,100,5
app/views/potential_matches/_no_assigned_recipient.html.erb,app/views/potential_matches/_successful_assignments.html.erb,94,9
config/initializers/gem-plugin_config/sanitizer_config.rb,spec/lib/html_cleaner_spec.rb,85,7
app/views/potential_matches/_no_assigned_giver.html.erb,app/views/potential_matches/_no_assigned_recipient.html.erb,84,10
public/javascripts/tinymce/plugins/media/plugin.min.js,public/javascripts/tinymce/plugins/paste/plugin.min.js,83,6
public/javascripts/tinymce/plugins/paste/plugin.min.js,public/javascripts/tinymce/tinymce.min.js,83,6
app/views/potential_matches/_no_assigned_giver.html.erb,app/views/potential_matches/_no_potential_recipients.html.erb,80,13
app/views/potential_matches/_no_assigned_giver.html.erb,app/views/potential_matches/_no_potential_givers.html.erb,80,13
app/views/potential_matches/_no_assigned_giver.html.erb,app/views/potential_matches/_successful_assignments.html.erb,80,10
app/controllers/potential_matches_controller.rb,app/views/potential_matches/_potential_matches.html.erb,78,19
app/views/potential_matches/_no_potential_recipients.html.erb,app/views/potential_matches/_potential_matches.html.erb,70,16
app/views/potential_matches/_no_potential_givers.html.erb,app/views/potential_matches/_potential_matches.html.erb,70,16
public/javascripts/mce_editor.js,public/javascripts/mce_editor.min.js,70,10
app/views/potential_matches/_assignment_with_request.html.erb,app/views/potential_matches/_no_assigned_recipient.html.erb,66,8
app/views/potential_matches/_potential_matches.html.erb,app/views/potential_matches/index.html.erb,64,13
app/views/potential_matches/_no_assigned_recipient.html.erb,app/views/potential_matches/_no_potential_givers.html.erb,63,11
app/views/potential_matches/_no_assigned_recipient.html.erb,app/views/potential_matches/_no_potential_recipients.html.erb,63,11
features/gift_exchanges/challenge_giftexchange.feature,features/step_definitions/challenge_steps.rb,63,10
features/gift_exchanges/challenge_giftexchange.feature,features/step_definitions/challege_gift_exchange_steps.rb,63,10
app/views/potential_matches/_assignment_with_request.html.erb,app/views/potential_matches/_successful_assignments.html.erb,62,8
app/views/potential_matches/_no_potential_recipients.html.erb,app/views/potential_matches/_successful_assignments.html.erb,60,12
app/views/potential_matches/_no_potential_givers.html.erb,app/views/potential_matches/_successful_assignments.html.erb,60,12
app/controllers/potential_matches_controller.rb,app/views/potential_matches/_no_potential_recipients.html.erb,57,18
app/controllers/potential_matches_controller.rb,app/views/potential_matches/_no_potential_givers.html.erb,57,18
app/views/potential_matches/_no_assigned_giver.html.erb,app/views/potential_matches/_potential_matches.html.erb,57,14
app/controllers/potential_matches_controller.rb,app/views/potential_matches/index.html.erb,55,15
app/views/potential_matches/_assignment_with_request.html.erb,app/views/potential_matches/_no_assigned_giver.html.erb,55,9
app/views/potential_matches/_assignment_with_request.html.erb,app/views/potential_matches/_potential_matches.html.erb,50,12
app/views/potential_matches/_potential_matches.html.erb,features/step_definitions/challenge_steps.rb,50,12
app/views/potential_matches/_assignment_with_request.html.erb,app/views/potential_matches/_no_potential_recipients.html.erb,47,11
app/views/potential_matches/_assignment_with_request.html.erb,app/views/potential_matches/_no_potential_givers.html.erb,47,11
app/views/potential_matches/_potential_matches.html.erb,app/views/potential_matches/_successful_assignments.html.erb,46,13
app/controllers/potential_matches_controller.rb,app/views/potential_matches/_no_assigned_giver.html.erb,43,16
app/controllers/potential_matches_controller.rb,features/step_definitions/challenge_steps.rb,42,14
app/views/potential_matches/_potential_matches.html.erb,features/gift_exchanges/challenge_giftexchange.feature,41,15
app/views/potential_matches/_no_assigned_recipient.html.erb,app/views/potential_matches/_potential_matches.html.erb,40,13
app/controllers/potential_matches_controller.rb,features/gift_exchanges/challenge_giftexchange.feature,36,17
app/controllers/potential_matches_controller.rb,app/views/potential_matches/_assignment_with_request.html.erb,35,14
app/models/potential_match.rb,app/views/potential_matches/index.html.erb,34,15
app/models/potential_match.rb,app/views/potential_matches/_potential_matches.html.erb,26,19
app/controllers/potential_matches_controller.rb,app/models/potential_match.rb,23,21
